iter	MultiClass
143	0.1495951061
144	0.1489191256
145	0.1481470644
146	0.1471140665
147	0.1464039726
148	0.1447984387
149	0.1441417557
150	0.1432083922
151	0.1423635618
152	0.1420541379
153	0.1409962498
154	0.1399811315
155	0.1392086912
156	0.1378432866
157	0.1367191915
158	0.135937771
159	0.1348675508
160	0.1343011509
161	0.1330885881
162	0.1323526976
163	0.1315586039
164	0.1311446005
165	0.1306386951
166	0.1299673816
167	0.1293644373
168	0.1289152929
169	0.1280033415
170	0.1273939384
171	0.1264990957
172	0.1259520054
173	0.1254955087
174	0.1247474425
175	0.1235434092
176	0.1228652871
177	0.1223262224
178	0.1212791807
179	0.1201995492
180	0.1197689234
181	0.1191741437
182	0.1183148875
183	0.1180142817
184	0.1170470978
185	0.11658364
186	0.11623276
187	0.1157706007
188	0.1153172158
189	0.1146800799
190	0.1141848033
191	0.1138304049
192	0.1134039895
193	0.1128607643
194	0.1126463738
195	0.1121555191
196	0.1113701446
197	0.1105577371
198	0.1098411632
199	0.1095722575
200	0.1090662067
201	0.1086581757
202	0.1082205935
203	0.107716057
204	0.1072292909
205	0.1064000799
206	0.105873025
207	0.1054596968
208	0.1047384098
209	0.1041180998
210	0.1037632189
211	0.1030824678
212	0.102631166
213	0.102048847
214	0.1015812671
215	0.1011525248
216	0.1007998513
217	0.1003076818
218	0.1000153302
219	0.09957643663
220	0.09901953364
221	0.09841027931
222	0.09814717743
223	0.09777059814
224	0.09747845297
225	0.09720632743
226	0.09694552064
227	0.0965140254
228	0.09599625539
229	0.09554491707
230	0.09502805056
231	0.09459068543
232	0.09422700585
233	0.09395165377
234	0.09364358971
235	0.09336840133
236	0.09316700841
237	0.09288061731
238	0.09254946241
239	0.09223996026
240	0.09186241772
241	0.09130288902
242	0.09086821769
243	0.09066133621
244	0.09037174135
245	0.09003611363
246	0.08975563318
247	0.0894049226
248	0.08901237303
249	0.08857864194
250	0.08815706042
251	0.08782556573
252	0.08746742595
253	0.08709672196
254	0.08686703582
255	0.08646878969
256	0.08628525238
257	0.08594590376
258	0.08564265279
259	0.08525289562
260	0.0847695461
261	0.0845158379
262	0.08423674102
263	0.0837281372
264	0.08331254951
265	0.08301359982
266	0.08273653648
267	0.08224588194
268	0.08176973222
269	0.08130371711
270	0.08096882176
271	0.08070354486
272	0.08036697203
273	0.08011925522
274	0.07988519423
275	0.07950633646
276	0.07934624076
277	0.07903014277
278	0.07886828284
279	0.07860109313
280	0.07826089804
281	0.07807968862
282	0.07780420607
283	0.07744208722
284	0.07712028436
285	0.07690037538
286	0.07667308964
287	0.07641860648
288	0.07611460443
289	0.07595609088
290	0.07574327555
291	0.07543218801
292	0.07525040636
293	0.07479335838
294	0.07445102831
295	0.07431194383
296	0.07386487667
297	0.07365765055
298	0.07343784723
299	0.07319327419
300	0.07284592127
301	0.07270998338
302	0.07238301956
303	0.07205701392
304	0.07175707225
305	0.07159091845
306	0.07122805675
307	0.07094054039
308	0.07059844577
309	0.07024169052
310	0.07003036361
311	0.06981653492
312	0.0694008643
313	0.06906509401
314	0.0688891309
315	0.06869906026
316	0.06849124263
317	0.0683229815
318	0.06815489307
319	0.06792934818
320	0.06771046013
321	0.06753514801
322	0.06732164945
323	0.06699557719
324	0.0667703433
325	0.06651092808
326	0.06633668078
327	0.06610343886
328	0.06593367459
329	0.06576035643
330	0.06540323827
331	0.06523289274
332	0.06495432362
333	0.06469523689
334	0.06449214477
335	0.06424132514
336	0.06406714855
337	0.06388095206
338	0.06372527817
339	0.0636121504
340	0.06344399424
341	0.06332951767
342	0.06302997585
343	0.06289602575
344	0.06272085686
345	0.06253362998
346	0.06226416868
347	0.06207299827
348	0.061786389
349	0.06166832236
350	0.06129752718
351	0.06114332478
352	0.06092062368
353	0.06073505997
354	0.0605697419
355	0.060447637
356	0.06005556787
357	0.05989891066
358	0.0597293826
359	0.05947589463
360	0.05931244053
361	0.05919491635
362	0.05903834533
363	0.05890245589
364	0.05872883992
365	0.05855696591
366	0.05832560819
367	0.05818707076
368	0.05806323063
369	0.05788068185
370	0.05771854219
371	0.0574661431
372	0.0573175827
373	0.05713751078
374	0.05698461455
375	0.05684924143
376	0.05674937109
377	0.05656594521
378	0.05648915494
379	0.05633940616
380	0.05610837678
381	0.05589356402
382	0.05573758453
383	0.0555685193
384	0.05534591452
385	0.05521424613
386	0.05494776149
387	0.05475987273
388	0.05459975449
389	0.05445335523
390	0.05421741372
391	0.05410224847
392	0.05391314911
393	0.05372262626
394	0.05362643628
395	0.05344197492
396	0.05330306233
397	0.0531116641
398	0.05295847081
399	0.05269309047
400	0.05255170081
401	0.05239415048
402	0.05214931367
403	0.05199555055
404	0.05187010542
405	0.05172436653
406	0.05152369568
407	0.05135228768
408	0.05110135103
409	0.0507792729
410	0.05064490272
411	0.0505208866
412	0.05038655861
413	0.05024931938
414	0.05014454676
415	0.04998659519
416	0.04974670575
417	0.04962654149
418	0.04951763852
419	0.0493836602
420	0.04919043741
421	0.0490915889
422	0.04892885085
423	0.04880100418
424	0.04867014911
425	0.04853783136
426	0.04842608944
427	0.04832503794
428	0.0481544331
429	0.04802481052
430	0.04791399179
431	0.04771103418
432	0.04764835556
433	0.04751264785
434	0.0473826532
435	0.04725154891
436	0.04707498479
437	0.046942154
438	0.04681808638
439	0.04662138784
440	0.04646949064
441	0.04635352136
442	0.04624028275
443	0.04617142608
444	0.04601707193
445	0.04593317068
446	0.04584519853
447	0.04573843719
448	0.04565223772
449	0.04550396247
450	0.04534270571
451	0.04519753949
452	0.04508377127
453	0.04491439178
454	0.04482142511
455	0.0447382389
456	0.04458242282
457	0.04450188626
458	0.04437467036
459	0.04426776105
460	0.04410589403
461	0.04403736337
462	0.04387295906
463	0.04374276508
464	0.04370136885
465	0.04360767065
466	0.04356610479
467	0.04346745399
468	0.04330930232
469	0.04320534892
470	0.04314784817
471	0.0430777046
472	0.0429883708
473	0.04287053861
474	0.04278100617
475	0.04264881369
476	0.04252635859
477	0.042428919
478	0.04236617235
479	0.04226889868
480	0.04214252682
481	0.04206492958
482	0.04192608278
483	0.04181111518
484	0.04166318821
485	0.04159896507
486	0.04145785747
487	0.04139134241
488	0.04131445624
489	0.0411750593
490	0.04108491447
491	0.04098259724
492	0.04094373878
493	0.0408073203
494	0.04070970582
495	0.04060864501
496	0.04050670313
497	0.04043150443
498	0.04033664281
499	0.04020917086
500	0.04007617932
501	0.03998304586
502	0.03992133723
503	0.03983736624
504	0.0396436866
505	0.03958015518
506	0.03946046219
507	0.039348466
508	0.03928762647
509	0.03923118895
510	0.0391115696
511	0.03902595735
512	0.03891439788
513	0.03883774577
514	0.0387169028
515	0.0386188741
516	0.03855740861
517	0.03848663593
518	0.03835393387
519	0.03824443059
520	0.03815129153
521	0.03802712441
522	0.03795848931
523	0.03788015549
524	0.03776536504
525	0.03763831088
526	0.03750792453
527	0.03742048852
528	0.03729819969
529	0.03722708311
530	0.03714962556
531	0.0370540293
532	0.03698045364
533	0.03686677734
534	0.03680144139
535	0.03668020134
536	0.03651847131
537	0.03644762124
538	0.03637165894
539	0.03627583773
540	0.0361874447
541	0.03607588954
542	0.03599660383
543	0.03589223769
544	0.03586006678
545	0.03579760228
546	0.03565010131
547	0.03559902396
548	0.03551663548
549	0.03540656509
550	0.03530093796
551	0.03520329179
552	0.03513527741
553	0.03505617859
554	0.03500080939
555	0.03495583934
556	0.03481364334
557	0.03470380446
558	0.03461468208
559	0.03455178739
560	0.03448732149
561	0.03440646444
562	0.03436507071
563	0.03422914929
564	0.03411013208
565	0.0340300889
566	0.03393997664
567	0.03386384924
568	0.03383835552
569	0.03376918273
570	0.03368482082
571	0.03361692161
572	0.03353333113
573	0.03346638476
574	0.03339304119
575	0.03330885328
576	0.03325638668
577	0.0331480072
578	0.0330770391
579	0.03302459939
580	0.0329127944
581	0.03286502339
582	0.03276785593
583	0.03268592978
584	0.03258584801
585	0.03255487824
586	0.03244625753
587	0.0323971025
588	0.03233532319
589	0.03226567015
590	0.03220178107
591	0.03215716919
592	0.03213821244
593	0.03203863018
594	0.03196595842
595	0.03191535823
596	0.03187430007
597	0.03179457385
598	0.03174020039
599	0.03165587867
600	0.03158572376
601	0.03150420284
602	0.03146333622
603	0.03137874271
604	0.0313133351
605	0.03125714611
606	0.03116772613
607	0.03112040669
608	0.03107037163
609	0.03101749071
610	0.03092025693
611	0.03089106375
612	0.03081705593
613	0.03070408114
614	0.03061040671
615	0.03055004737
616	0.03048676652
617	0.03044301321
618	0.03040155696
619	0.03032562339
620	0.03025982146
621	0.03019387531
622	0.03012690761
623	0.03008240349
624	0.03002236431
625	0.02994226851
626	0.02986235064
627	0.02981296189
628	0.0297592514
629	0.02970956954
630	0.02965486473
631	0.02961702238
632	0.02958415177
633	0.02954519098
634	0.02949550405
635	0.02945181833
636	0.02941563041
637	0.02932568214
638	0.0293103251
639	0.02921499805
640	0.0291648952
641	0.02910561966
642	0.02905345287
643	0.02900570268
644	0.02897054918
645	0.02889828827
646	0.02885454693
647	0.0287862583
648	0.02871101373
649	0.02865506192
650	0.02859819587
651	0.02856218898
652	0.02852802312
653	0.02848880462
654	0.02843188024
655	0.02836515748
656	0.02826625491
657	0.02823671954
658	0.02820667316
659	0.02814118108
660	0.02806138311
661	0.02795103592
662	0.02790639728
663	0.02785756457
664	0.02779753456
665	0.02775607894
666	0.02771920729
667	0.02766574833
668	0.02759141992
669	0.02753822638
670	0.02748451056
671	0.02742378447
672	0.02735959133
673	0.02730212173
674	0.02723949942
675	0.02720284194
676	0.02714526488
677	0.02710538624
678	0.02706103455
679	0.02703423449
680	0.02699106565
681	0.02693477023
682	0.02687940664
683	0.02683566615
684	0.02677148369
685	0.02673234782
686	0.02667008924
687	0.02663328342
688	0.02658832996
689	0.02652310729
690	0.02643338907
691	0.02637098034
692	0.02630821215
693	0.02627764163
694	0.02622690851
695	0.02616038792
696	0.0261007836
697	0.02606457072
698	0.02603850492
699	0.02600068279
700	0.02596973195
701	0.02591595222
702	0.0258657565
703	0.02582239597
704	0.0257992507
705	0.02576628958
706	0.02573152323
707	0.02570019201
708	0.02566434339
709	0.02560192353
710	0.02554749128
711	0.02551144336
712	0.02547325644
713	0.02544912316
714	0.02538722677
715	0.02535779345
716	0.02531921868
717	0.02527924909
718	0.02523650371
719	0.02519409873
720	0.0251438235
721	0.02510458428
722	0.02502718902
723	0.02500818142
724	0.02493166321
725	0.02489636718
726	0.02486271682
727	0.02483218749
728	0.02475350689
729	0.02471773904
730	0.02469262762
731	0.02464693925
732	0.02461645672
733	0.02456487892
734	0.02451553785
735	0.02447129873
736	0.02438347193
737	0.02434994524
738	0.02430433389
739	0.02423916211
740	0.02420252436
741	0.02416934674
742	0.02412761187
743	0.02407681137
744	0.02406035496
745	0.02403390012
746	0.02399025476
747	0.0239226795
748	0.02385685578
749	0.02381735385
750	0.02377194699
751	0.02370738201
752	0.02365253433
753	0.02359253258
754	0.02356320406
755	0.02352118801
756	0.02347343919
757	0.02344995592
758	0.02341265836
759	0.02337807151
760	0.0233502635
761	0.02331781528
762	0.02326901253
763	0.02324000217
764	0.02320852635
765	0.02316765312
766	0.02314702613
767	0.02311501272
768	0.02307558557
769	0.02303754941
770	0.02297655497
771	0.02296015184
772	0.02293968773
773	0.02289469388
774	0.02279973873
775	0.02276836135
776	0.02273356018
777	0.02270428373
778	0.02264832283
779	0.02260518551
780	0.02255775737
781	0.02251703628
782	0.02248908044
783	0.02245117851
784	0.02242585352
785	0.02237532651
786	0.0223498498
787	0.02229668889
788	0.02225418161
789	0.02221593633
790	0.02218407421
791	0.02215483866
792	0.02210383316
793	0.02207921317
794	0.02201257897
795	0.02198946503
796	0.02195971331
797	0.02193736293
798	0.02191461102
799	0.02186594219
800	0.02182045065
801	0.02178360123
802	0.02174969331
803	0.02171816533
804	0.02170025122
805	0.02165864619
806	0.02163693011
807	0.02159091565
808	0.02156814561
809	0.02154706321
810	0.02150042077
811	0.0214529656
812	0.02142582104
813	0.02140341083
814	0.02137493814
815	0.02133786423
816	0.02130402472
817	0.02125479591
818	0.02121390552
819	0.02117773861
820	0.02115235379
821	0.02112170087
822	0.02108617746
823	0.02104903948
824	0.02101012748
825	0.0209776687
826	0.02095604102
827	0.02091897539
828	0.02088012574
829	0.02084654848
830	0.02081911495
831	0.02079402966
832	0.02076457295
833	0.0207393572
834	0.02069316725
835	0.02066642105
836	0.02064204049
837	0.02061011373
838	0.0205779634
839	0.02053326787
840	0.02050986466
841	0.02047467521
842	0.02040202121
843	0.02037365272
844	0.02033183964
845	0.02030017174
846	0.02028886058
847	0.02025234159
848	0.02020694279
849	0.02017037443
850	0.02014474462
851	0.02012463519
852	0.02009611161
853	0.02005786422
854	0.02002147321
855	0.02001051255
856	0.0199728254
857	0.01993597332
858	0.01990971396
859	0.01986760492
860	0.01982667762
861	0.01979255678
862	0.0197739687
863	0.01974478725
864	0.01973026229
865	0.01968031196
866	0.01966560149
867	0.01960796122
868	0.01957155452
869	0.01953984709
870	0.01950635397
871	0.01948167724
872	0.01944044818
873	0.01942047304
874	0.01939144653
875	0.0193787804
876	0.01935680245
877	0.01932354148
878	0.01928507576
879	0.01927317959
880	0.0192466394
881	0.01922072354
882	0.01920116906
883	0.01918214859
884	0.01916032483
885	0.01913677591
886	0.01910228126
887	0.01907399874
888	0.01903318951
889	0.01900814888
890	0.01898517258
891	0.01896110335
892	0.01894375694
893	0.01889741172
894	0.0188759501
895	0.01884495584
896	0.01882527905
897	0.01880325031
898	0.01878614631
899	0.01875515909
900	0.01873184932
901	0.0187087929
902	0.01868331099
903	0.01866446197
904	0.01864162171
905	0.01862430506
906	0.01859256993
907	0.01854555973
908	0.01853064616
909	0.01850179445
910	0.01846481643
911	0.01844946537
912	0.01842782447
913	0.01840834854
914	0.01839414717
915	0.01837649946
916	0.01835197098
917	0.01832112439
918	0.01828767807
919	0.01826900754
920	0.01825289202
921	0.01824168959
922	0.01822326113
923	0.01820198115
924	0.01818162102
925	0.01815133033
926	0.01811115846
927	0.01808917578
928	0.01805252664
929	0.01803321673
930	0.01801910437
931	0.01798998233
932	0.01794864763
933	0.01792496462
934	0.01790530637
935	0.0178624355
936	0.01783281524
937	0.01782296403
938	0.01779816589
939	0.01777877446
940	0.01775657993
941	0.01773760512
942	0.01771166763
943	0.01769030317
944	0.017660758
945	0.01762802406
946	0.01759166252
947	0.01757597498
948	0.01756260571
949	0.01754577652
950	0.01752828071
951	0.01751182813
952	0.01748854663
953	0.01746596827
954	0.0174454168
955	0.0174262358
956	0.01738843584
957	0.01735192339
958	0.01733382256
959	0.0173080465
960	0.01726852672
961	0.01721675421
962	0.01721178994
963	0.01718756228
964	0.01715124634
965	0.01712429384
966	0.01711317931
967	0.01710109081
968	0.01707544611
969	0.01704556621
970	0.01701907391
971	0.01697700389
972	0.01696273625
973	0.01694661297
974	0.01693267239
975	0.01690920069
976	0.01688065331
977	0.01685694359
978	0.01682235647
979	0.01679829942
980	0.01677867218
981	0.01674971159
982	0.01672838241
983	0.01670411175
984	0.01668222225
985	0.01666663718
986	0.01663357939
987	0.01661274425
988	0.0165741798
989	0.0165445827
990	0.01652684604
991	0.01651592257
992	0.01648144066
993	0.01646643131
994	0.01645324808
995	0.01642967467
996	0.01639962016
997	0.01638073153
998	0.01635278343
999	0.01633357764
